Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
CARM1	0	0	0	0	1	0	0	0	0	1	1	1
CARNS1	0	0	0	0	1	0	0	0	0	1	1	1
CARS2	0	0	0	0	1	0	0	0	0	1	1	1
CASKIN2	0	0	0	0	0	0	0	1	0	1	1	1
CASP2	0	0	0	0	0	0	0	1	0	1	1	1
CASP8AP2	0	0	0	0	1	0	0	0	0	1	1	1
CASZ1	0	0	0	0	1	0	0	0	0	1	1	1
CBLN3	0	0	0	0	1	0	0	0	0	1	1	1
CBWD3	0	0	0	0	0	0	0	1	0	1	1	1
CBX4	0	0	1	0	0	0	0	0	0	1	1	1
CBY3	0	0	0	0	1	0	0	0	0	1	1	1
CC2D2A	0	0	0	0	1	0	0	0	0	1	1	1
CCAR2	0	0	0	0	1	0	0	0	0	1	1	1
CCDC12	0	0	0	0	0	0	0	1	0	1	1	1
CCDC125	0	0	0	0	1	0	0	0	0	1	1	1
CCDC136	0	0	0	0	0	1	0	0	0	1	1	1
CCDC138	0	0	0	0	1	0	0	0	0	1	1	1
CCDC149	0	0	0	0	0	1	0	0	0	1	1	1
CCDC158	0	0	0	0	1	0	0	0	0	1	1	1
CCDC160	0	0	0	0	1	0	0	0	0	1	1	1
CCDC175	0	0	0	0	0	0	0	1	0	1	1	1
CCDC180	0	0	0	0	1	0	0	0	0	1	1	1
CCDC190	0	0	0	0	1	0	0	0	0	1	1	1
CCDC201	0	0	0	0	1	0	0	0	0	1	1	1
CCDC27	0	0	0	0	1	0	0	0	0	1	1	1
CCDC33	0	0	0	0	1	0	0	0	0	1	1	1
CCDC34	0	0	0	0	1	0	0	0	0	1	1	1
CCDC38	0	0	0	0	1	0	0	0	0	1	1	1
CCDC39	0	0	0	0	1	0	0	0	0	1	1	1
CCDC61	0	0	0	0	1	0	0	0	0	1	1	1
CCDC63	0	0	0	0	1	0	0	0	0	1	1	1
CCDC7	0	0	0	0	1	0	0	0	0	1	1	1
CCDC82	0	0	0	0	1	0	0	0	0	1	1	1
CCDC83	0	0	0	0	1	0	0	0	0	1	1	1
CCDC85A	0	0	0	0	1	0	0	0	0	1	1	1
CCDC88B	0	0	0	0	1	0	0	0	0	1	1	1
CCDC88C	0	0	0	0	1	0	0	0	0	1	1	1
CCDC93	0	0	0	0	1	0	0	0	0	1	1	1
CCDC96	0	0	0	0	1	0	0	0	0	1	1	1
CCKAR	0	0	0	0	1	0	0	0	0	1	1	1
CCL4L2	0	0	0	0	1	0	0	0	0	1	1	1
CCN3	0	0	0	0	1	0	0	0	0	1	1	1
CCNYL1	0	0	0	0	1	0	0	0	0	1	1	1
CCPG1	0	0	0	0	1	0	0	0	0	1	1	1
CCSER2	0	0	0	0	1	0	0	0	0	1	1	1
CCT2	0	0	0	0	1	0	0	0	0	1	1	1
CCT4	0	0	0	0	1	0	0	0	0	1	1	1
CD101	0	0	0	0	1	0	0	0	0	1	1	1
CD14	0	0	0	0	1	0	0	0	0	1	1	1
CD163L1	0	0	0	0	0	0	0	1	0	1	1	1
CD24	0	0	0	0	1	0	0	0	0	1	1	1
CD248	0	0	0	0	1	0	0	0	0	1	1	1
CD2AP	0	0	0	0	1	0	0	0	0	1	1	1
CD300C	1	0	0	0	0	0	0	0	0	1	1	1
CD33	0	0	0	0	1	0	0	0	0	1	1	1
CD37	0	0	0	0	0	1	0	0	0	1	1	1
CD46	0	0	0	0	1	0	0	0	0	1	1	1
CD53	0	0	0	0	1	0	0	0	0	1	1	1
CD68	0	0	0	0	1	0	0	0	0	1	1	1
CD81	0	0	0	0	1	0	0	0	0	1	1	1
CD84	0	0	0	0	1	0	0	0	0	1	1	1
CD99L2	0	0	0	0	1	0	0	0	0	1	1	1
CDAN1	0	0	0	0	1	0	0	0	0	1	1	1
CDC16	0	0	0	0	1	0	0	0	0	1	1	1
CDC42BPA	0	0	0	0	1	0	0	0	0	1	1	1
CDC45	0	0	0	0	1	0	0	0	0	1	1	1
CDCA7	0	0	0	0	1	0	0	0	0	1	1	1
CDH12	0	0	0	0	1	0	0	0	0	1	1	1
CDH13	0	0	0	0	1	0	0	0	0	1	1	1
CDH16	0	0	0	0	1	0	0	0	0	1	1	1
CDH5	0	0	0	0	1	0	0	0	0	1	1	1
CDH8	0	0	0	0	1	0	0	0	0	1	1	1
CDHR1	0	0	0	0	1	0	0	0	0	1	1	1
CDKL5	0	0	0	0	1	0	0	0	0	1	1	1
CDRT15L2	0	0	0	0	1	0	0	0	0	1	1	1
CDV3	0	0	0	0	1	0	0	0	0	1	1	1
CDYL2	0	0	0	0	1	0	0	0	0	1	1	1
CEACAM1	0	0	0	0	1	0	0	0	0	1	1	1
CEBPA	0	0	0	0	1	0	0	0	0	1	1	1
CECR2	0	0	0	0	1	0	0	0	0	1	1	1
CENPE	0	0	0	0	1	0	0	0	0	1	1	1
CENPP	0	0	0	0	1	0	0	0	0	1	1	1
CENPT	0	0	0	0	1	0	0	0	0	1	1	1
CEP135	0	0	0	0	1	0	0	0	0	1	1	1
CEP162	0	0	0	0	1	0	0	0	0	1	1	1
CEP164	0	0	0	0	1	0	0	0	0	1	1	1
CEP250	0	0	0	0	1	0	0	0	0	1	1	1
CEP290	1	0	0	0	0	0	0	0	0	1	1	1
CEP295NL	0	0	0	0	1	0	0	0	0	1	1	1
CEP85	0	0	0	0	1	0	0	0	0	1	1	1
CEPT1	0	0	0	0	1	0	0	0	0	1	1	1
CERS2	0	0	0	0	1	0	0	0	0	1	1	1
CES2	0	0	0	0	1	0	0	0	0	1	1	1
CFAP157	0	0	0	0	0	1	0	0	0	1	1	1
CFAP20DC	0	0	0	0	0	1	0	0	0	1	1	1
CFAP221	0	0	0	0	1	0	0	0	0	1	1	1
CFAP410	0	0	0	0	1	0	0	0	0	1	1	1
CFAP46	0	0	0	0	1	0	0	0	0	1	1	1
CFAP47	0	0	0	0	1	0	0	0	0	1	1	1
CFAP54	0	0	0	0	1	0	0	0	0	1	1	1
CFAP57	0	0	0	0	1	0	0	0	0	1	1	1
CFAP95	0	0	0	0	1	0	0	0	0	1	1	1
CFH	0	0	0	0	1	0	0	0	0	1	1	1
CFL2	0	0	0	0	1	0	0	0	0	1	1	1
CHADL	0	0	0	0	0	1	0	0	0	1	1	1
CHD1L	0	0	0	0	1	0	0	0	0	1	1	1
CHD2	0	0	0	0	1	0	0	0	0	1	1	1
CHD3	0	0	1	0	0	0	0	0	0	1	1	1
CHD8	0	0	0	0	1	0	0	0	0	1	1	1
CHD9	0	0	0	0	1	0	0	0	0	1	1	1
CHI3L1	0	0	0	0	0	0	0	1	0	1	1	1
CHL1	0	0	0	0	1	0	0	0	0	1	1	1
CHPF2	0	0	0	0	1	0	0	0	0	1	1	1
CHRNE	0	0	0	0	1	0	0	0	0	1	1	1
CHST12	0	0	0	0	1	0	0	0	0	1	1	1
CHST13	0	0	0	0	1	0	0	0	0	1	1	1
CHST2	0	0	0	0	1	0	0	0	0	1	1	1
CHST7	0	0	0	0	1	0	0	0	0	1	1	1
CIAO3	0	0	0	0	1	0	0	0	0	1	1	1
CIITA	0	0	0	0	1	0	0	0	0	1	1	1
CIT	0	0	0	0	1	0	0	0	0	1	1	1
CKAP5	0	0	0	0	1	0	0	0	0	1	1	1
CKM	0	0	0	0	1	0	0	0	0	1	1	1
CLASP1	0	0	0	0	1	0	0	0	0	1	1	1
CLBA1	0	0	0	0	1	0	0	0	0	1	1	1
CLDN15	0	0	0	0	1	0	0	0	0	1	1	1
CLDN34	0	0	0	0	1	0	0	0	0	1	1	1
CLEC16A	0	0	0	0	1	0	0	0	0	1	1	1
CLEC2L	0	0	0	0	1	0	0	0	0	1	1	1
CLEC4G	0	0	0	0	1	0	0	0	0	1	1	1
CLEC7A	0	0	0	0	1	0	0	0	0	1	1	1
CLIC6	0	0	0	0	1	0	0	0	0	1	1	1
CLIP1	0	0	0	0	1	0	0	0	0	1	1	1
CLK1	0	0	0	0	1	0	0	0	0	1	1	1
CLPB	0	0	0	0	1	0	0	0	0	1	1	1
CLPSL1	0	0	0	0	1	0	0	0	0	1	1	1
CLSPN	0	0	0	0	1	0	0	0	0	1	1	1
CLSTN2	0	0	0	0	1	0	0	0	0	1	1	1
CLTB	0	0	0	0	1	0	0	0	0	1	1	1
CLTC	0	0	0	0	1	0	0	0	0	1	1	1
CLUAP1	0	0	0	0	1	0	0	0	0	1	1	1
CLUH	0	0	0	0	1	0	0	0	0	1	1	1
CMTM8	0	0	0	0	1	0	0	0	0	1	1	1
CNOT1	0	0	0	0	1	0	0	0	0	1	1	1
CNOT10	0	0	0	0	1	0	0	0	0	1	1	1
CNOT4	0	0	0	0	1	0	0	0	0	1	1	1
CNR1	0	0	0	0	1	0	0	0	0	1	1	1
CNTROB	0	0	0	0	1	0	0	0	0	1	1	1
COA1	0	0	0	0	1	0	0	0	0	1	1	1
COL11A2	0	1	0	0	0	0	0	0	0	1	1	1
COL14A1	0	0	0	0	1	0	0	0	0	1	1	1
COL17A1	0	0	0	0	1	0	0	0	0	1	1	1
COL18A1	0	0	0	0	1	0	0	0	0	1	1	1
COL23A1	0	0	0	0	1	0	0	0	0	1	1	1
COL2A1	0	0	0	0	1	0	0	0	0	1	1	1
COL4A3	0	0	0	0	1	0	0	0	0	1	1	1
COL4A6	0	0	0	0	0	1	0	0	0	1	1	1
COL5A1	0	0	0	0	1	0	0	0	0	1	1	1
COL6A3	0	0	0	0	1	0	0	0	0	1	1	1
COL7A1	0	0	0	0	1	0	0	0	0	1	1	1
COMMD5	0	0	0	0	1	0	0	0	0	1	1	1
COMMD7	0	0	0	0	1	0	0	0	0	1	1	1
COPA	0	0	0	0	1	0	0	0	0	1	1	1
COPB1	0	0	0	0	1	0	0	0	0	1	1	1
COPE	0	0	0	0	1	0	0	0	0	1	1	1
COPS2	0	0	0	0	1	0	0	0	0	1	1	1
COPS3	0	0	0	0	1	0	0	0	0	1	1	1
COQ10B	0	0	0	0	1	0	0	0	0	1	1	1
COQ6	0	0	0	0	1	0	0	0	0	1	1	1
CORO2A	0	0	0	0	1	0	0	0	0	1	1	1
COX10	0	0	0	0	1	0	0	0	0	1	1	1
CPA1	0	0	0	0	0	0	0	1	0	1	1	1
CPA2	0	0	0	0	1	0	0	0	0	1	1	1
CPD	0	0	1	0	0	0	0	0	0	1	1	1
CPEB1	0	0	0	0	1	0	0	0	0	1	1	1
CPEB4	0	0	0	0	1	0	0	0	0	1	1	1
CPLANE1	0	0	0	0	1	0	0	0	0	1	1	1
CPLX3	0	0	0	0	1	0	0	0	0	1	1	1
CPNE2	0	0	0	0	1	0	0	0	0	1	1	1
CPNE3	0	0	0	0	1	0	0	0	0	1	1	1
CPNE8	0	0	0	0	1	0	0	0	0	1	1	1
CPPED1	0	0	0	0	0	1	0	0	0	1	1	1
CPZ	0	0	0	0	1	0	0	0	0	1	1	1
CRACDL	0	0	0	0	1	0	0	0	0	1	1	1
CRACR2B	0	0	0	0	1	0	0	0	0	1	1	1
CRAMP1	0	0	0	0	1	0	0	0	0	1	1	1
CRAT	0	0	0	0	1	0	0	0	0	1	1	1
CREB3L1	0	0	0	0	1	0	0	0	0	1	1	1
CRLF2	0	0	0	0	1	0	0	0	0	1	1	1
CROCC	0	0	0	0	1	0	0	0	0	1	1	1
CRTC2	0	0	0	0	1	0	0	0	0	1	1	1
CRX	0	0	0	0	1	0	0	0	0	1	1	1
CRY1	0	0	0	0	1	0	0	0	0	1	1	1
CRY2	0	0	0	0	1	0	0	0	0	1	1	1
CRYBG1	0	0	0	0	1	0	0	0	0	1	1	1
CRYBG3	0	0	0	0	1	0	0	0	0	1	1	1
CSAD	0	0	0	0	1	0	0	0	0	1	1	1
CSDC2	0	0	0	0	1	0	0	0	0	1	1	1
CSE1L	0	0	0	0	1	0	0	0	0	1	1	1
CSF3	0	0	0	0	1	0	0	0	0	1	1	1
CSGALNACT1	0	0	0	0	1	0	0	0	0	1	1	1
CSPG4	0	0	0	0	1	0	0	0	0	1	1	1
CST4	0	0	0	0	0	1	0	0	0	1	1	1
CST7	0	0	0	0	1	0	0	0	0	1	1	1
CTDP1	0	0	0	0	1	0	0	0	0	1	1	1
CTH	0	0	0	0	1	0	0	0	0	1	1	1
CTHRC1	0	0	0	0	1	0	0	0	0	1	1	1
CTSA	0	0	1	0	0	0	0	0	0	1	1	1
CTSB	0	0	0	0	1	0	0	0	0	1	1	1
CTSD	0	0	0	0	1	0	0	0	0	1	1	1
CTSO	0	0	0	0	1	0	0	0	0	1	1	1
CTTNBP2	0	0	0	0	1	0	0	0	0	1	1	1
CTU1	0	0	0	0	1	0	0	0	0	1	1	1
CUBN	0	0	0	0	1	0	0	0	0	1	1	1
CUL2	0	0	0	0	1	0	0	0	0	1	1	1
CUL4B	0	0	0	0	1	0	0	0	0	1	1	1
CUL9	0	0	0	0	1	0	0	0	0	1	1	1
CWF19L1	0	0	0	0	0	1	0	0	0	1	1	1
CX3CL1	0	0	0	0	1	0	0	0	0	1	1	1
CXXC4	0	0	0	0	1	0	0	0	0	1	1	1
CYB5D2	0	0	0	0	1	0	0	0	0	1	1	1
CYB5R3	0	0	0	0	1	0	0	0	0	1	1	1
CYFIP1	0	0	0	0	1	0	0	0	0	1	1	1
CYP24A1	0	0	0	0	1	0	0	0	0	1	1	1
CYP27A1	0	0	0	0	1	0	0	0	0	1	1	1
CYP27C1	0	0	0	0	1	0	0	0	0	1	1	1
CYP2A13	0	0	0	0	1	0	0	0	0	1	1	1
CYP2E1	0	0	0	0	1	0	0	0	0	1	1	1
CYP2J2	0	0	0	0	1	0	0	0	0	1	1	1
CYP2S1	0	0	0	0	1	0	0	0	0	1	1	1
CYP39A1	0	0	0	0	0	1	0	0	0	1	1	1
CYP3A4	0	0	0	0	1	0	0	0	0	1	1	1
CYP4F2	0	0	0	0	1	0	0	0	0	1	1	1
CYRIA	0	0	0	0	1	0	0	0	0	1	1	1
CYSTM1	0	0	0	0	1	0	0	0	0	1	1	1
DAB2	1	0	0	0	0	0	0	0	0	1	1	1
DAGLA	0	0	0	0	1	0	0	0	0	1	1	1
DALRD3	0	0	0	0	1	0	0	0	0	1	1	1
DAZL	0	0	0	0	1	0	0	0	0	1	1	1
DBN1	0	0	0	0	1	0	0	0	0	1	1	1
DBR1	0	0	1	0	0	0	0	0	0	1	1	1
DCAF12L2	0	0	0	0	1	0	0	0	0	1	1	1
DCAF6	0	0	0	0	1	0	0	0	0	1	1	1
DCBLD1	0	0	0	0	1	0	0	0	0	1	1	1
DCC	0	0	0	0	1	0	0	0	0	1	1	1
DCLRE1A	0	0	0	0	1	0	0	0	0	1	1	1
DCTN1	0	0	0	0	0	1	0	0	0	1	1	1
DDC	0	0	0	0	1	0	0	0	0	1	1	1
DDHD2	0	0	0	0	1	0	0	0	0	1	1	1
DDI2	0	0	0	0	1	0	0	0	0	1	1	1
DDIT4	1	0	0	0	0	0	0	0	0	1	1	1
DDR1	0	0	0	0	1	0	0	0	0	1	1	1
DDX27	0	0	0	0	1	0	0	0	0	1	1	1
DDX3X	0	0	0	0	1	0	0	0	0	1	1	1
DDX46	0	0	0	0	1	0	0	0	0	1	1	1
DEDD	0	0	0	0	1	0	0	0	0	1	1	1
DEF6	0	0	0	0	1	0	0	0	0	1	1	1
DELE1	0	0	0	0	1	0	0	0	0	1	1	1
DENND2B	0	0	0	0	1	0	0	0	0	1	1	1
DENND3	0	0	0	0	1	0	0	0	0	1	1	1
DENND4A	0	0	0	0	1	0	0	0	0	1	1	1
DENND6B	0	0	0	0	1	0	0	0	0	1	1	1
DEPDC1B	0	0	0	0	1	0	0	0	0	1	1	1
DEPDC5	0	0	0	0	1	0	0	0	0	1	1	1
DEPP1	0	0	0	0	1	0	0	0	0	1	1	1
DES	0	0	0	0	0	1	0	0	0	1	1	1
DGKD	0	0	0	0	1	0	0	0	0	1	1	1
DGKG	0	0	0	0	1	0	0	0	0	1	1	1
DGKK	0	0	0	0	1	0	0	0	0	1	1	1
DGKQ	0	0	0	0	1	0	0	0	0	1	1	1
DHDH	0	0	0	0	1	0	0	0	0	1	1	1
DHRS2	0	0	0	0	1	0	0	0	0	1	1	1
DHRSX	0	0	0	0	1	0	0	0	0	1	1	1
DHX32	0	0	0	0	1	0	0	0	0	1	1	1
DHX57	0	0	0	0	1	0	0	0	0	1	1	1
DHX8	0	0	0	0	1	0	0	0	0	1	1	1
DIAPH2	0	0	0	0	1	0	0	0	0	1	1	1
DIAPH3	0	0	0	0	1	0	0	0	0	1	1	1
DIO1	0	0	0	0	0	0	0	1	0	1	1	1
DIP2A	0	0	0	0	1	0	0	0	0	1	1	1
DIP2C	0	0	0	0	1	0	0	0	0	1	1	1
DISP3	0	0	0	0	1	0	0	0	0	1	1	1
DLEC1	0	0	0	0	1	0	0	0	0	1	1	1
DLG5	0	0	0	0	1	0	0	0	0	1	1	1
DLX5	0	0	0	0	1	0	0	0	0	1	1	1
DMRT3	0	0	0	0	1	0	0	0	0	1	1	1
DMRTA2	0	0	0	0	1	0	0	0	0	1	1	1
DNAAF8	0	0	0	0	1	0	0	0	0	1	1	1
DNAH1	0	0	0	0	1	0	0	0	0	1	1	1
DNAH14	0	0	0	0	1	0	0	0	0	1	1	1
DNAH6	0	0	0	0	1	0	0	0	0	1	1	1
DNAI2	0	0	0	0	1	0	0	0	0	1	1	1
DNAI7	0	0	0	0	0	0	0	1	0	1	1	1
DNAJC1	0	0	0	0	1	0	0	0	0	1	1	1
DNAJC11	0	0	0	0	1	0	0	0	0	1	1	1
DNAJC16	0	0	0	0	1	0	0	0	0	1	1	1
DNAJC6	0	0	0	0	1	0	0	0	0	1	1	1
DOCK11	0	0	0	0	1	0	0	0	0	1	1	1
DOCK5	0	0	0	0	1	0	0	0	0	1	1	1
DOCK9	0	0	0	0	1	0	0	0	0	1	1	1
DOHH	0	0	0	0	1	0	0	0	0	1	1	1
DOLK	0	0	0	0	1	0	0	0	0	1	1	1
DONSON	0	0	0	0	1	0	0	0	0	1	1	1
DOP1B	0	0	0	0	0	0	0	1	0	1	1	1
DOT1L	0	0	0	0	1	0	0	0	0	1	1	1
DPAGT1	0	0	0	0	1	0	0	0	0	1	1	1
DPEP2	0	0	0	0	1	0	0	0	0	1	1	1
DPP6	0	0	0	0	0	1	0	0	0	1	1	1
DPP8	0	0	0	0	1	0	0	0	0	1	1	1
DPYD	0	0	0	0	1	0	0	0	0	1	1	1
DRD1	0	0	0	0	1	0	0	0	0	1	1	1
DRP2	0	0	0	0	1	0	0	0	0	1	1	1
DSCAM	0	0	0	0	1	0	0	0	0	1	1	1
DSE	0	0	0	0	1	0	0	0	0	1	1	1
DSG2	0	0	0	0	0	0	0	1	0	1	1	1
DSN1	0	0	0	0	1	0	0	0	0	1	1	1
DTNB	0	0	0	0	1	0	0	0	0	1	1	1
DTX1	0	0	0	0	1	0	0	0	0	1	1	1
DUOX2	0	0	0	0	1	0	0	0	0	1	1	1
DUSP12	0	0	0	0	1	0	0	0	0	1	1	1
DUSP23	0	0	0	0	1	0	0	0	0	1	1	1
DVL3	0	0	0	0	1	0	0	0	0	1	1	1
DXO	0	0	0	0	1	0	0	0	0	1	1	1
DYNC1I2	1	0	0	0	0	0	0	0	0	1	1	1
DYRK2	0	0	0	0	1	0	0	0	0	1	1	1
DZIP1	0	0	0	0	1	0	0	0	0	1	1	1
E2F1	0	0	0	0	1	0	0	0	0	1	1	1
E2F3	0	0	0	0	1	0	0	0	0	1	1	1
E2F5	0	0	0	0	1	0	0	0	0	1	1	1
E2F8	0	0	0	0	1	0	0	0	0	1	1	1
EARS2	0	0	0	0	1	0	0	0	0	1	1	1
ECE1	0	0	0	0	1	0	0	0	0	1	1	1
ECT2	0	0	0	0	1	0	0	0	0	1	1	1
EDA	0	0	0	0	1	0	0	0	0	1	1	1
EDEM1	0	0	0	0	1	0	0	0	0	1	1	1
EDEM2	0	0	0	0	1	0	0	0	0	1	1	1
EEF1A2	0	0	0	0	1	0	0	0	0	1	1	1
EEF2	0	0	0	0	1	0	0	0	0	1	1	1
EEFSEC	0	0	0	0	1	0	0	0	0	1	1	1
EFCAB12	0	0	0	0	1	0	0	0	0	1	1	1
EFCAB3	0	0	0	0	1	0	0	0	0	1	1	1
EFCAB6	0	0	0	0	1	0	0	0	0	1	1	1
EFNA5	0	0	0	0	1	0	0	0	0	1	1	1
EGR2	0	0	0	0	1	0	0	0	0	1	1	1
EHBP1L1	0	0	0	0	1	0	0	0	0	1	1	1
EIF2AK2	0	0	0	0	1	0	0	0	0	1	1	1
EIF3F	0	0	1	0	0	0	0	0	0	1	1	1
EIF3J	0	0	0	0	1	0	0	0	0	1	1	1
EIPR1	0	0	0	0	1	0	0	0	0	1	1	1
ELAPOR1	0	0	0	0	1	0	0	0	0	1	1	1
ELF2	0	0	0	0	1	0	0	0	0	1	1	1
ELF4	0	0	0	0	1	0	0	0	0	1	1	1
ELK1	0	0	0	0	1	0	0	0	0	1	1	1
ELMO1	0	0	0	0	1	0	0	0	0	1	1	1
ELMOD3	0	0	0	0	1	0	0	0	0	1	1	1
ELOVL3	0	0	0	0	1	0	0	0	0	1	1	1
ELP3	0	0	0	0	1	0	0	0	0	1	1	1
EMILIN2	0	0	0	0	1	0	0	0	0	1	1	1
EMILIN3	0	0	0	0	1	0	0	0	0	1	1	1
EML2	0	0	0	0	1	0	0	0	0	1	1	1
EML4	0	1	0	0	0	0	0	0	0	1	1	1
EMSY	0	0	0	0	1	0	0	0	0	1	1	1
EN1	0	0	1	0	0	0	0	0	0	1	1	1
ENDOG	0	0	0	0	1	0	0	0	0	1	1	1
ENDOU	0	0	0	0	1	0	0	0	0	1	1	1
ENO2	0	0	0	0	1	0	0	0	0	1	1	1
ENO4	0	0	0	0	1	0	0	0	0	1	1	1
ENOX2	0	0	0	0	1	0	0	0	0	1	1	1
ENPP5	1	0	0	0	0	0	0	0	0	1	1	1
ENST00000498682	0	0	0	0	1	0	0	0	0	1	1	1
ENST00000615923	0	0	0	0	1	0	0	0	0	1	1	1
ENST00000619363	0	0	0	0	1	0	0	0	0	1	1	1
ENST00000620151	0	0	0	0	1	0	0	0	0	1	1	1
ENST00000640271	0	0	0	0	1	0	0	0	0	1	1	1
ENTPD1	0	0	0	0	1	0	0	0	0	1	1	1
ENTPD6	0	0	0	0	1	0	0	0	0	1	1	1
EP300	0	0	0	0	1	0	0	0	0	1	1	1
EPAS1	0	0	0	0	1	0	0	0	0	1	1	1
EPB41	0	0	0	0	1	0	0	0	0	1	1	1
EPB41L3	0	0	0	0	1	0	0	0	0	1	1	1
EPC1	0	0	0	0	1	0	0	0	0	1	1	1
EPDR1	0	0	0	0	1	0	0	0	0	1	1	1
EPHA2	0	0	0	0	1	0	0	0	0	1	1	1
EPHA6	0	0	0	0	1	0	0	0	0	1	1	1
EPHA8	0	0	0	0	1	0	0	0	0	1	1	1
EPHB1	0	0	0	0	1	0	0	0	0	1	1	1
EPHB2	0	0	0	0	1	0	0	0	0	1	1	1
EPHB3	0	0	0	0	1	0	0	0	0	1	1	1
EPHX3	0	0	0	0	1	0	0	0	0	1	1	1
EPYC	0	0	0	0	1	0	0	0	0	1	1	1
ERAL1	0	0	0	0	1	0	0	0	0	1	1	1
ERBB2	0	0	0	0	1	0	0	0	0	1	1	1
ERBB4	0	0	0	0	1	0	0	0	0	1	1	1
ERCC6L	0	0	0	0	1	0	0	0	0	1	1	1
ERG28	0	0	0	0	1	0	0	0	0	1	1	1
ERICH5	0	0	0	0	1	0	0	0	0	1	1	1
ERMAP	0	0	0	0	1	0	0	0	0	1	1	1
ERN1	0	0	0	0	1	0	0	0	0	1	1	1
ERO1B	0	0	0	0	1	0	0	0	0	1	1	1
ERV3-1	0	0	0	0	1	0	0	0	0	1	1	1
ERVMER34-1	0	0	0	0	1	0	0	0	0	1	1	1
ESAM	0	0	0	0	1	0	0	0	0	1	1	1
ESD	0	0	0	0	1	0	0	0	0	1	1	1
ESPNL	0	0	0	0	1	0	0	0	0	1	1	1
ESRP2	0	0	0	0	1	0	0	0	0	1	1	1
ESYT1	1	0	0	0	0	0	0	0	0	1	1	1
ETFDH	0	0	0	0	0	1	0	0	0	1	1	1
EXOC3L1	0	0	0	0	1	0	0	0	0	1	1	1
EXTL2	0	0	0	0	1	0	0	0	0	1	1	1
EYA3	0	0	0	0	1	0	0	0	0	1	1	1
EYA4	0	0	0	0	1	0	0	0	0	1	1	1
F10	0	0	0	0	1	0	0	0	0	1	1	1
F11R	0	0	0	0	1	0	0	0	0	1	1	1
F12	0	0	0	0	1	0	0	0	0	1	1	1
F8	0	0	0	0	1	0	0	0	0	1	1	1
FAAH2	0	0	0	0	1	0	0	0	0	1	1	1
FABP3	0	0	0	0	1	0	0	0	0	1	1	1
FAHD1	0	0	0	0	1	0	0	0	0	1	1	1
FAM110C	0	0	0	0	1	0	0	0	0	1	1	1
FAM117A	0	0	0	0	1	0	0	0	0	1	1	1
FAM120B	0	0	0	0	1	0	0	0	0	1	1	1
FAM124A	0	0	0	0	1	0	0	0	0	1	1	1
FAM131C	0	0	0	0	1	0	0	0	0	1	1	1
FAM13A	0	0	0	0	0	0	0	1	0	1	1	1
FAM161B	0	0	0	0	1	0	0	0	0	1	1	1
FAM163B	0	0	0	0	1	0	0	0	0	1	1	1
FAM171B	0	0	0	0	1	0	0	0	0	1	1	1
FAM181B	0	0	0	0	1	0	0	0	0	1	1	1
FAM184A	0	0	0	0	1	0	0	0	0	1	1	1
FAM184B	0	0	0	0	0	0	0	1	0	1	1	1
FAM186A	0	0	0	0	1	0	0	0	0	1	1	1
FAM193A	0	0	0	0	1	0	0	0	0	1	1	1
FAM228B	1	0	0	0	0	0	0	0	0	1	1	1
FAM43A	0	0	0	0	1	0	0	0	0	1	1	1
FAM71F2	0	0	0	0	1	0	0	0	0	1	1	1
FAM83D	0	0	0	0	1	0	0	0	0	1	1	1
FAM83E	0	0	0	0	1	0	0	0	0	1	1	1
FAM83F	0	0	0	0	1	0	0	0	0	1	1	1
FAN1	0	0	0	0	1	0	0	0	0	1	1	1
FANCM	0	0	0	0	1	0	0	0	0	1	1	1
FAP	0	0	0	0	1	0	0	0	0	1	1	1
FAR2	0	0	0	0	1	0	0	0	0	1	1	1
FARP1	0	0	0	0	1	0	0	0	0	1	1	1
FARP2	1	0	0	0	0	0	0	0	0	1	1	1
FAT1	0	0	0	0	1	0	0	0	0	1	1	1
FBL	0	0	0	0	1	0	0	0	0	1	1	1
FBLN7	0	0	0	0	1	0	0	0	0	1	1	1
FBXL17	0	0	0	0	1	0	0	0	0	1	1	1
FBXL18	1	0	0	0	0	0	0	0	0	1	1	1
FBXL22	0	0	0	0	1	0	0	0	0	1	1	1
FBXL7	0	0	0	0	1	0	0	0	0	1	1	1
FBXO31	0	0	0	0	1	0	0	0	0	1	1	1
FBXO33	0	0	0	0	1	0	0	0	0	1	1	1
FBXO4	0	0	0	0	1	0	0	0	0	1	1	1
FBXO41	0	0	0	0	1	0	0	0	0	1	1	1
FBXW2	0	0	0	0	1	0	0	0	0	1	1	1
FBXW7	0	0	0	0	1	0	0	0	0	1	1	1
FBXW8	0	0	0	0	1	0	0	0	0	1	1	1
FCMR	0	0	0	0	1	0	0	0	0	1	1	1
FCRL1	0	0	0	0	1	0	0	0	0	1	1	1
FCRL2	0	0	0	0	1	0	0	0	0	1	1	1
FCRLB	0	0	0	0	1	0	0	0	0	1	1	1
FCSK	0	0	0	0	1	0	0	0	0	1	1	1
FER	0	0	0	0	1	0	0	0	0	1	1	1
FES	0	0	0	0	1	0	0	0	0	1	1	1
FFAR1	0	0	0	0	1	0	0	0	0	1	1	1
