Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
SMARCA2	0	0	1	0	1	0	0	0	0	2	2	2
SMARCA4	0	0	0	0	2	0	0	0	0	2	2	2
SORL1	0	0	0	0	1	0	0	1	0	2	2	2
SP4	0	0	0	0	2	0	0	0	0	2	2	2
SPAG1	0	0	0	0	2	0	0	0	0	2	2	2
SPATA31A6	0	0	0	0	2	0	0	0	0	2	2	2
SPEG	0	0	0	0	2	0	0	0	0	2	2	2
SPTBN4	0	0	0	0	2	0	0	0	0	2	2	2
SQOR	0	0	0	0	2	0	0	0	0	2	2	2
SREK1	0	0	0	0	2	0	0	0	0	2	2	2
SRPRA	0	0	0	0	2	0	0	0	0	2	2	2
SRRT	0	0	0	0	2	0	0	0	0	2	2	2
SSBP2	0	0	0	0	2	0	0	0	0	2	2	2
STARD13	0	0	0	0	2	0	0	0	0	2	2	2
STARD9	0	0	0	0	2	0	0	0	0	2	2	2
STK36	0	0	0	0	2	0	0	0	0	2	2	2
STRIP2	0	0	0	0	2	0	0	0	0	2	2	2
SUGP2	2	0	0	0	0	0	0	0	0	2	2	2
SULF1	0	0	0	0	2	0	0	0	0	2	2	2
SUPT20HL1	0	0	0	2	0	0	0	0	0	2	2	2
TAF4	0	0	0	0	2	0	0	0	0	2	2	2
TBC1D2	0	0	0	0	2	0	0	0	0	2	2	2
TCERG1L	0	0	0	0	2	0	0	0	0	2	2	2
TGFB1	0	0	0	0	2	0	0	0	0	2	2	2
THOC5	0	0	0	0	2	0	0	0	0	2	2	2
TIMM23B	0	0	0	0	2	0	0	0	0	2	2	2
TKT	0	0	0	0	2	0	0	0	0	2	2	2
TLE4	0	0	0	0	2	0	0	0	0	2	2	2
TLN2	0	0	0	0	2	0	0	0	0	2	2	2
TMCC2	0	0	0	0	2	0	0	0	0	2	2	2
TMEM132D	0	0	0	0	2	0	0	0	0	2	2	2
TMEM200C	0	0	0	0	2	0	0	0	0	2	2	2
TNC	0	0	0	0	2	0	0	0	0	2	2	2
TNK2	0	0	0	0	2	0	0	0	0	2	2	2
TNKS1BP1	0	0	0	0	2	0	0	0	0	2	2	2
TNXB	0	0	0	0	2	0	0	0	0	2	2	2
TOP2B	0	0	0	0	1	1	0	0	0	2	2	2
TRAV23DV6	0	0	0	0	2	0	0	0	0	2	2	2
TRBC2	0	0	0	0	2	0	0	0	0	2	2	2
TRBV10-3	0	0	0	0	2	0	0	0	0	2	2	2
TRBV11-3	0	0	0	0	2	0	0	0	0	2	2	2
TRBV13	0	0	0	0	2	0	0	0	0	2	2	2
TRBV3-1	0	0	0	0	2	0	0	0	0	2	2	2
TRBV5-3	0	0	0	0	2	0	0	0	0	2	2	2
TRBV6-7	0	0	0	0	2	0	0	0	0	2	2	2
TRBV6-8	0	0	0	0	2	0	0	0	0	2	2	2
TRHDE	0	0	1	0	1	0	0	0	0	2	2	2
TRIM29	0	0	0	0	2	0	0	0	0	2	2	2
TRIM3	0	0	0	0	1	1	0	0	0	2	2	2
TRIM37	0	0	0	0	2	0	0	0	0	2	2	2
TRIOBP	0	0	0	0	2	0	0	0	0	2	2	2
TRPC7	0	0	0	0	2	0	0	0	0	2	2	2
TSPOAP1	0	0	0	0	2	0	0	0	0	2	2	2
TTC13	0	0	0	0	2	0	0	0	0	2	2	2
TTC16	1	0	0	0	1	0	0	0	0	2	2	2
TXNDC16	0	0	0	0	2	0	0	0	0	2	2	2
TYRP1	0	0	0	0	2	0	0	0	0	2	2	2
TYW1B	0	2	0	0	0	0	0	0	0	2	2	2
U2AF2	0	0	1	0	1	0	0	0	0	2	2	2
UMODL1	0	0	0	0	2	0	0	0	0	2	2	2
USF3	0	0	2	0	0	0	0	0	0	2	2	2
USP20	0	0	0	0	2	0	0	0	0	2	2	2
USP31	1	0	0	0	1	0	0	0	0	2	2	2
USP34	0	0	0	0	2	0	0	0	0	2	2	2
USP47	0	0	0	0	2	0	0	0	0	2	2	2
VILL	0	0	0	0	1	1	0	0	0	2	2	2
VPS37D	0	0	0	0	2	0	0	0	0	2	2	2
VSTM4	0	0	0	0	2	0	0	0	0	2	2	2
VTI1A	0	0	0	0	1	1	0	0	0	2	2	2
VWA5B2	0	0	0	0	2	0	0	0	0	2	2	2
WDR90	0	0	0	0	2	0	0	0	0	2	2	2
WDR97	0	0	0	0	2	0	0	0	0	2	2	2
WTIP	0	0	0	0	2	0	0	0	0	2	2	2
XAB2	0	0	0	0	1	1	0	0	0	2	2	2
XDH	0	0	0	0	2	0	0	0	0	2	2	2
XKR3	0	0	0	0	2	0	0	0	0	2	2	2
ZBTB41	0	0	0	0	2	0	0	0	0	2	2	2
ZC3H11B	0	0	0	0	2	0	0	0	0	2	2	2
ZHX2	0	0	0	0	2	0	0	0	0	2	2	2
ZNF219	0	0	0	0	2	0	0	0	0	2	2	2
ZNF471	0	0	0	0	2	0	0	0	0	2	2	2
ZNF559	0	0	0	0	2	0	0	0	0	2	2	2
ZNF598	0	0	0	0	1	1	0	0	0	2	2	2
ZNF738	0	0	0	0	2	0	0	0	0	2	2	2
ZNF84	0	0	0	0	2	0	0	0	0	2	2	2
ZNRF2	0	0	0	0	2	0	0	0	0	2	2	2
ZNRF3	0	0	0	0	2	0	0	0	0	2	2	2
ZSCAN21	0	0	2	0	0	0	0	0	0	2	2	2
FRG2C	1	0	0	0	7	0	0	0	0	8	1	1
PRSS1	0	0	0	0	7	1	0	0	0	8	1	1
KIR3DL1	0	0	0	0	5	0	0	0	0	5	1	1
SPANXC	0	0	0	0	4	0	0	0	0	4	1	1
HLA-DRB1	0	0	0	0	3	0	0	0	0	3	1	1
PRAMEF11	0	0	0	0	3	0	0	0	0	3	1	1
RBM41	0	0	0	0	3	0	0	0	0	3	1	1
ZSCAN5B	1	1	0	0	1	0	0	0	0	3	1	1
DQX1	0	0	0	0	2	0	0	0	0	2	1	1
FRMPD2	0	0	0	0	2	0	0	0	0	2	1	1
FRRS1	1	0	0	0	1	0	0	0	0	2	1	1
GATAD2A	0	0	0	0	2	0	0	0	0	2	1	1
IGHV3-43	0	0	0	0	2	0	0	0	0	2	1	1
KDM4A	1	0	0	0	1	0	0	0	0	2	1	1
LILRB2	1	1	0	0	0	0	0	0	0	2	1	1
MMP17	0	0	0	2	0	0	0	0	0	2	1	1
MSH3	0	0	0	0	1	1	0	0	0	2	1	1
MYH7B	0	0	0	0	2	0	0	0	0	2	1	1
NBPF11	0	0	0	0	2	0	0	0	0	2	1	1
NUTM2F	0	0	2	0	0	0	0	0	0	2	1	1
OR4E1	1	1	0	0	0	0	0	0	0	2	1	1
PATL2	0	0	0	0	2	0	0	0	0	2	1	1
PGM1	2	0	0	0	0	0	0	0	0	2	1	1
POTEH	0	0	0	0	2	0	0	0	0	2	1	1
PPP1R9B	0	0	0	0	2	0	0	0	0	2	1	1
PRRC2C	0	2	0	0	0	0	0	0	0	2	1	1
RBBP7	0	0	0	0	2	0	0	0	0	2	1	1
ST3GAL1	0	0	0	0	2	0	0	0	0	2	1	1
TEX14	0	1	0	0	1	0	0	0	0	2	1	1
TRAV19	0	0	0	0	1	1	0	0	0	2	1	1
VCX3A	0	0	0	0	2	0	0	0	0	2	1	1
VWA3A	0	0	0	0	2	0	0	0	0	2	1	1
A2M	0	0	0	0	1	0	0	0	0	1	1	1
AAAS	0	0	0	0	1	0	0	0	0	1	1	1
AACS	0	0	0	0	1	0	0	0	0	1	1	1
AAGAB	0	0	0	0	1	0	0	0	0	1	1	1
ABCA1	1	0	0	0	0	0	0	0	0	1	1	1
ABCA10	0	0	0	0	1	0	0	0	0	1	1	1
ABCA12	0	0	0	0	1	0	0	0	0	1	1	1
ABCA4	0	0	0	0	1	0	0	0	0	1	1	1
ABCA8	0	0	0	0	1	0	0	0	0	1	1	1
ABCB1	1	0	0	0	0	0	0	0	0	1	1	1
ABCB4	0	0	0	0	0	1	0	0	0	1	1	1
ABCB6	0	0	0	0	0	0	0	1	0	1	1	1
ABCB8	0	0	0	0	0	1	0	0	0	1	1	1
ABCC1	0	0	0	0	1	0	0	0	0	1	1	1
ABCC11	0	0	0	0	1	0	0	0	0	1	1	1
ABCC3	0	0	0	0	1	0	0	0	0	1	1	1
ABCC4	0	0	0	0	1	0	0	0	0	1	1	1
ABCC6	0	0	0	0	1	0	0	0	0	1	1	1
ABCD4	0	0	0	0	1	0	0	0	0	1	1	1
ABCG4	0	0	0	0	1	0	0	0	0	1	1	1
ABCG5	0	0	0	0	1	0	0	0	0	1	1	1
ABHD16B	0	0	0	0	1	0	0	0	0	1	1	1
ACACA	0	0	0	0	1	0	0	0	0	1	1	1
ACAD10	0	0	0	0	1	0	0	0	0	1	1	1
ACADVL	0	0	0	0	1	0	0	0	0	1	1	1
ACBD3	0	1	0	0	0	0	0	0	0	1	1	1
ACCS	0	0	0	0	1	0	0	0	0	1	1	1
ACE	0	0	0	0	1	0	0	0	0	1	1	1
ACIN1	0	0	0	0	1	0	0	0	0	1	1	1
ACMSD	0	0	0	0	1	0	0	0	0	1	1	1
ACOT4	0	0	0	0	1	0	0	0	0	1	1	1
ACP5	0	0	0	0	1	0	0	0	0	1	1	1
ACRBP	0	0	0	0	1	0	0	0	0	1	1	1
ACSBG2	0	0	0	0	1	0	0	0	0	1	1	1
ACSM5	0	0	0	0	1	0	0	0	0	1	1	1
ACSS1	0	0	0	0	0	1	0	0	0	1	1	1
ACTA2	0	0	0	0	1	0	0	0	0	1	1	1
ACTL6B	0	0	0	0	1	0	0	0	0	1	1	1
ACVR1	0	0	0	0	1	0	0	0	0	1	1	1
ADAD2	0	0	0	0	1	0	0	0	0	1	1	1
ADAM12	0	0	0	0	1	0	0	0	0	1	1	1
ADAM15	0	0	0	0	1	0	0	0	0	1	1	1
ADAM17	0	0	0	0	1	0	0	0	0	1	1	1
ADAM28	0	0	0	0	1	0	0	0	0	1	1	1
ADAM7	0	0	0	0	1	0	0	0	0	1	1	1
ADAM9	0	0	0	0	1	0	0	0	0	1	1	1
ADAMTS13	0	0	0	0	1	0	0	0	0	1	1	1
ADAMTS15	0	0	0	0	1	0	0	0	0	1	1	1
ADAMTS17	0	0	0	0	1	0	0	0	0	1	1	1
ADAMTS5	0	0	0	0	0	0	0	1	0	1	1	1
ADAMTS8	0	0	0	0	1	0	0	0	0	1	1	1
ADARB2	0	0	0	0	1	0	0	0	0	1	1	1
ADCK5	0	0	0	1	0	0	0	0	0	1	1	1
ADCY2	0	0	0	0	1	0	0	0	0	1	1	1
ADCY4	0	0	0	0	1	0	0	0	0	1	1	1
ADCY7	0	0	0	0	1	0	0	0	0	1	1	1
ADGRA2	0	0	0	0	1	0	0	0	0	1	1	1
ADGRF3	0	0	0	0	1	0	0	0	0	1	1	1
ADGRG3	0	0	0	0	1	0	0	0	0	1	1	1
ADGRG5	0	1	0	0	0	0	0	0	0	1	1	1
ADGRG7	0	0	0	0	1	0	0	0	0	1	1	1
ADIPOR2	0	0	0	0	1	0	0	0	0	1	1	1
ADK	0	0	0	0	1	0	0	0	0	1	1	1
ADORA1	0	0	0	0	1	0	0	0	0	1	1	1
AFP	0	0	0	0	1	0	0	0	0	1	1	1
AFTPH	0	0	0	0	0	0	0	1	0	1	1	1
AGGF1	0	0	0	0	1	0	0	0	0	1	1	1
AGPAT2	0	0	0	0	1	0	0	0	0	1	1	1
AGPAT4	0	0	0	0	1	0	0	0	0	1	1	1
AGPAT5	0	0	0	0	1	0	0	0	0	1	1	1
AGPS	0	0	0	0	1	0	0	0	0	1	1	1
AGXT	0	0	0	0	1	0	0	0	0	1	1	1
AHDC1	0	0	0	0	1	0	0	0	0	1	1	1
AHNAK	0	0	0	0	1	0	0	0	0	1	1	1
AHNAK2	0	0	0	0	1	0	0	0	0	1	1	1
AICDA	0	0	0	0	1	0	0	0	0	1	1	1
AIFM1	0	0	0	0	1	0	0	0	0	1	1	1
AIFM2	0	0	0	0	1	0	0	0	0	1	1	1
AIPL1	0	0	0	0	0	1	0	0	0	1	1	1
AIRE	0	0	0	0	1	0	0	0	0	1	1	1
AK5	0	0	0	0	1	0	0	0	0	1	1	1
AK9	0	0	0	0	1	0	0	0	0	1	1	1
AKAP11	1	0	0	0	0	0	0	0	0	1	1	1
AKAP12	0	0	0	0	1	0	0	0	0	1	1	1
ALAS2	0	0	0	0	1	0	0	0	0	1	1	1
ALCAM	0	0	0	0	1	0	0	0	0	1	1	1
ALDH2	0	0	0	0	1	0	0	0	0	1	1	1
ALDH3A1	1	0	0	0	0	0	0	0	0	1	1	1
ALG1	0	0	0	0	1	0	0	0	0	1	1	1
ALG13	0	0	1	0	0	0	0	0	0	1	1	1
ALG14	0	0	0	0	1	0	0	0	0	1	1	1
ALKBH7	0	0	0	0	1	0	0	0	0	1	1	1
ALLC	0	0	0	0	1	0	0	0	0	1	1	1
ALOX15B	0	0	0	0	1	0	0	0	0	1	1	1
ALS2	0	0	0	0	1	0	0	0	0	1	1	1
ALS2CL	0	0	0	0	1	0	0	0	0	1	1	1
ALYREF	0	0	0	0	1	0	0	0	0	1	1	1
AMBRA1	0	0	0	0	1	0	0	0	0	1	1	1
AMER1	0	0	0	0	1	0	0	0	0	1	1	1
AMER2	0	0	0	0	1	0	0	0	0	1	1	1
AMIGO3	0	0	0	0	1	0	0	0	0	1	1	1
AMMECR1	0	0	0	0	1	0	0	0	0	1	1	1
AMN	0	0	0	0	1	0	0	0	0	1	1	1
AMOTL2	0	0	0	0	1	0	0	0	0	1	1	1
AMPD2	0	0	0	0	1	0	0	0	0	1	1	1
AMPH	0	0	0	0	1	0	0	0	0	1	1	1
ANAPC16	0	0	0	0	1	0	0	0	0	1	1	1
ANAPC2	0	0	0	0	1	0	0	0	0	1	1	1
ANGPT1	0	0	0	0	1	0	0	0	0	1	1	1
ANGPTL8	0	0	0	0	1	0	0	0	0	1	1	1
ANHX	0	0	0	0	1	0	0	0	0	1	1	1
ANK3	0	0	0	0	1	0	0	0	0	1	1	1
ANKFY1	0	0	0	0	1	0	0	0	0	1	1	1
ANKH	0	0	0	0	1	0	0	0	0	1	1	1
ANKHD1-EIF4EBP3	0	0	0	0	1	0	0	0	0	1	1	1
ANKRD13A	0	0	0	0	0	0	0	1	0	1	1	1
ANKRD24	0	0	0	0	1	0	0	0	0	1	1	1
ANKRD28	0	0	0	0	1	0	0	0	0	1	1	1
ANKRD31	0	0	0	0	1	0	0	0	0	1	1	1
ANKRD40	0	0	0	0	1	0	0	0	0	1	1	1
ANKRD60	0	0	0	0	1	0	0	0	0	1	1	1
ANKRD61	0	0	0	0	1	0	0	0	0	1	1	1
ANKRD63	0	0	0	0	0	1	0	0	0	1	1	1
ANKRD65	0	0	0	0	1	0	0	0	0	1	1	1
ANKRD7	0	0	0	0	0	0	0	0	1	1	1	1
ANO4	0	0	0	0	1	0	0	0	0	1	1	1
ANO5	0	0	0	0	1	0	0	0	0	1	1	1
ANO6	0	0	0	0	1	0	0	0	0	1	1	1
ANP32E	0	0	0	0	1	0	0	0	0	1	1	1
ANTKMT	0	0	0	0	1	0	0	0	0	1	1	1
ANTXR1	0	0	0	0	1	0	0	0	0	1	1	1
ANTXRL	0	0	0	0	1	0	0	0	0	1	1	1
ANXA13	1	0	0	0	0	0	0	0	0	1	1	1
ANXA4	0	0	0	0	1	0	0	0	0	1	1	1
ANXA5	0	0	0	0	0	0	0	1	0	1	1	1
ANXA8	0	0	0	0	1	0	0	0	0	1	1	1
AOPEP	0	0	0	0	1	0	0	0	0	1	1	1
AOX1	0	0	0	0	1	0	0	0	0	1	1	1
AP1G1	0	0	0	0	1	0	0	0	0	1	1	1
AP2A1	0	0	0	0	1	0	0	0	0	1	1	1
AP2A2	0	0	0	0	0	1	0	0	0	1	1	1
AP3B2	0	0	0	0	1	0	0	0	0	1	1	1
AP5B1	0	0	0	0	1	0	0	0	0	1	1	1
APBB1	0	0	1	0	0	0	0	0	0	1	1	1
APEH	0	0	0	0	1	0	0	0	0	1	1	1
APOBEC3A	0	0	0	0	1	0	0	0	0	1	1	1
APOBEC4	0	0	0	0	1	0	0	0	0	1	1	1
APOL2	0	0	0	0	1	0	0	0	0	1	1	1
APOL3	0	0	0	0	1	0	0	0	0	1	1	1
APOL4	1	0	0	0	0	0	0	0	0	1	1	1
APOM	0	0	0	0	1	0	0	0	0	1	1	1
APP	0	0	0	0	0	0	0	1	0	1	1	1
AQP1	0	0	0	0	1	0	0	0	0	1	1	1
AQP12B	0	0	0	0	1	0	0	0	0	1	1	1
ARAF	0	0	0	0	1	0	0	0	0	1	1	1
ARAP2	0	0	0	0	1	0	0	0	0	1	1	1
AREG	0	0	0	0	1	0	0	0	0	1	1	1
ARFGEF3	0	0	0	0	1	0	0	0	0	1	1	1
ARG2	0	0	0	0	1	0	0	0	0	1	1	1
ARHGAP27	0	0	0	0	1	0	0	0	0	1	1	1
ARHGAP28	0	0	0	0	1	0	0	0	0	1	1	1
ARHGAP29	0	0	0	0	1	0	0	0	0	1	1	1
ARHGAP33	0	0	0	0	1	0	0	0	0	1	1	1
ARHGAP35	0	0	0	0	0	1	0	0	0	1	1	1
ARHGAP44	0	0	0	0	1	0	0	0	0	1	1	1
ARHGEF10	0	0	0	0	1	0	0	0	0	1	1	1
ARHGEF10L	0	0	0	0	1	0	0	0	0	1	1	1
ARHGEF11	0	0	0	0	0	0	0	1	0	1	1	1
ARHGEF12	0	0	0	0	0	1	0	0	0	1	1	1
ARHGEF15	0	0	0	0	1	0	0	0	0	1	1	1
ARHGEF16	0	0	0	0	1	0	0	0	0	1	1	1
ARHGEF18	0	0	0	0	1	0	0	0	0	1	1	1
ARHGEF26	0	0	0	0	1	0	0	0	0	1	1	1
ARHGEF6	0	0	0	0	1	0	0	0	0	1	1	1
ARID4A	0	0	0	0	1	0	0	0	0	1	1	1
ARL1	0	0	0	0	1	0	0	0	0	1	1	1
ARL14	0	0	0	0	1	0	0	0	0	1	1	1
ARL2	0	0	0	0	1	0	0	0	0	1	1	1
ARMC6	0	0	0	0	1	0	0	0	0	1	1	1
ARMCX5-GPRASP2	0	0	0	0	1	0	0	0	0	1	1	1
ARRDC1	0	0	0	0	1	0	0	0	0	1	1	1
ARSI	0	0	0	0	1	0	0	0	0	1	1	1
ARX	0	0	1	0	0	0	0	0	0	1	1	1
ASB2	0	0	0	0	1	0	0	0	0	1	1	1
ASB5	0	0	0	0	0	1	0	0	0	1	1	1
ASB6	0	0	0	0	1	0	0	0	0	1	1	1
ASCC3	0	0	0	0	1	0	0	0	0	1	1	1
ASCL3	1	0	0	0	0	0	0	0	0	1	1	1
ASH1L	0	0	0	0	1	0	0	0	0	1	1	1
ASIP	0	0	0	0	1	0	0	0	0	1	1	1
ASNSD1	0	0	0	0	1	0	0	0	0	1	1	1
ASPHD2	0	0	0	0	1	0	0	0	0	1	1	1
ASRGL1	0	0	0	0	1	0	0	0	0	1	1	1
ASTN2	0	0	0	0	1	0	0	0	0	1	1	1
ASXL1	0	0	0	0	1	0	0	0	0	1	1	1
ASXL3	0	0	0	0	1	0	0	0	0	1	1	1
ATAD2	0	0	1	0	0	0	0	0	0	1	1	1
ATAD3B	0	0	0	0	1	0	0	0	0	1	1	1
ATAD3C	0	0	0	0	1	0	0	0	0	1	1	1
ATAD5	0	0	0	0	0	0	0	1	0	1	1	1
ATF3	0	0	0	0	1	0	0	0	0	1	1	1
ATF6	0	0	0	0	0	1	0	0	0	1	1	1
ATG16L1	0	0	0	0	1	0	0	0	0	1	1	1
ATG16L2	0	0	1	0	0	0	0	0	0	1	1	1
ATMIN	0	0	1	0	0	0	0	0	0	1	1	1
ATOH1	0	0	0	0	1	0	0	0	0	1	1	1
ATP12A	0	0	0	0	1	0	0	0	0	1	1	1
ATP13A1	0	0	0	0	1	0	0	0	0	1	1	1
ATP13A4	0	0	0	0	1	0	0	0	0	1	1	1
ATP1A2	0	0	0	0	1	0	0	0	0	1	1	1
ATP1A3	0	0	0	0	1	0	0	0	0	1	1	1
ATP1A4	0	0	0	0	1	0	0	0	0	1	1	1
ATP5F1B	0	0	0	0	1	0	0	0	0	1	1	1
ATP6V0D1	0	0	0	0	1	0	0	0	0	1	1	1
ATP6V1C2	0	0	0	0	1	0	0	0	0	1	1	1
ATP8A1	0	0	0	0	1	0	0	0	0	1	1	1
ATP8A2	0	0	0	0	1	0	0	0	0	1	1	1
ATP8B3	0	0	0	0	1	0	0	0	0	1	1	1
ATR	0	1	0	0	0	0	0	0	0	1	1	1
ATRIP	0	0	0	0	1	0	0	0	0	1	1	1
ATRN	0	0	0	0	1	0	0	0	0	1	1	1
ATXN3	0	0	0	1	0	0	0	0	0	1	1	1
ATXN3L	0	0	0	0	1	0	0	0	0	1	1	1
ATXN7	0	0	0	0	1	0	0	0	0	1	1	1
AURKA	0	0	0	0	0	0	0	1	0	1	1	1
B3GAT1	0	0	0	0	1	0	0	0	0	1	1	1
B3GLCT	0	0	0	0	1	0	0	0	0	1	1	1
B4GALNT2	0	0	0	0	1	0	0	0	0	1	1	1
B4GALNT3	0	0	0	0	1	0	0	0	0	1	1	1
B4GALNT4	0	0	0	0	1	0	0	0	0	1	1	1
B4GALT4	0	0	0	0	1	0	0	0	0	1	1	1
B4GALT6	0	0	0	0	1	0	0	0	0	1	1	1
B4GALT7	0	0	0	0	1	0	0	0	0	1	1	1
BACE1	0	0	0	0	1	0	0	0	0	1	1	1
BACH2	0	0	0	0	1	0	0	0	0	1	1	1
BAG3	0	0	0	0	1	0	0	0	0	1	1	1
BAG5	0	0	0	0	1	0	0	0	0	1	1	1
BAHD1	0	0	0	0	1	0	0	0	0	1	1	1
BAK1	0	0	0	0	1	0	0	0	0	1	1	1
BAMBI	0	0	0	0	1	0	0	0	0	1	1	1
BAP1	1	0	0	0	0	0	0	0	0	1	1	1
BARD1	0	0	0	0	1	0	0	0	0	1	1	1
BARHL2	0	0	0	0	1	0	0	0	0	1	1	1
BAX	0	0	0	0	1	0	0	0	0	1	1	1
BAZ1A	0	0	0	0	1	0	0	0	0	1	1	1
BAZ2A	0	0	0	0	1	0	0	0	0	1	1	1
BBC3	0	0	0	0	1	0	0	0	0	1	1	1
BBS7	0	0	0	0	1	0	0	0	0	1	1	1
BCAR1	0	0	0	0	1	0	0	0	0	1	1	1
BCDIN3D	0	0	0	0	1	0	0	0	0	1	1	1
BCKDK	0	0	0	0	1	0	0	0	0	1	1	1
BCL11B	0	0	0	0	1	0	0	0	0	1	1	1
BCL6	0	0	0	0	0	1	0	0	0	1	1	1
BCO1	0	0	0	0	1	0	0	0	0	1	1	1
BCORL1	0	0	0	0	1	0	0	0	0	1	1	1
BEGAIN	0	0	0	0	0	1	0	0	0	1	1	1
BEX3	0	0	0	0	1	0	0	0	0	1	1	1
BGN	0	0	0	0	1	0	0	0	0	1	1	1
BICDL1	0	0	0	0	1	0	0	0	0	1	1	1
BICRA	0	0	0	0	1	0	0	0	0	1	1	1
BID	0	0	0	0	1	0	0	0	0	1	1	1
BIRC3	0	0	0	0	1	0	0	0	0	1	1	1
BMP3	0	0	0	0	1	0	0	0	0	1	1	1
BMP4	0	0	0	0	1	0	0	0	0	1	1	1
BMPR1B	0	0	0	0	1	0	0	0	0	1	1	1
BNIP5	0	0	0	0	1	0	0	0	0	1	1	1
BOP1	0	0	0	0	1	0	0	0	0	1	1	1
BORA	0	0	0	0	1	0	0	0	0	1	1	1
BPGM	0	0	0	0	1	0	0	0	0	1	1	1
BPIFA1	0	0	0	0	1	0	0	0	0	1	1	1
BPTF	0	0	0	0	1	0	0	0	0	1	1	1
BRAP	0	0	0	0	1	0	0	0	0	1	1	1
BRCA2	0	0	0	0	1	0	0	0	0	1	1	1
BRD4	0	0	0	0	1	0	0	0	0	1	1	1
BRICD5	0	0	0	0	1	0	0	0	0	1	1	1
BRIP1	0	0	0	0	1	0	0	0	0	1	1	1
BRPF1	0	0	0	0	1	0	0	0	0	1	1	1
BRSK2	0	0	0	0	1	0	0	0	0	1	1	1
BRWD3	0	0	0	0	1	0	0	0	0	1	1	1
BSN	0	0	0	0	1	0	0	0	0	1	1	1
BST1	0	0	0	0	1	0	0	0	0	1	1	1
BTBD11	0	0	0	0	1	0	0	0	0	1	1	1
BTBD16	0	0	0	0	1	0	0	0	0	1	1	1
BTG4	0	0	0	0	1	0	0	0	0	1	1	1
BTNL3	1	0	0	0	0	0	0	0	0	1	1	1
BUD31	0	0	0	0	1	0	0	0	0	1	1	1
BZW2	0	0	0	0	1	0	0	0	0	1	1	1
C10orf82	0	0	0	0	1	0	0	0	0	1	1	1
C11orf52	0	0	0	0	1	0	0	0	0	1	1	1
C11orf53	0	0	0	0	1	0	0	0	0	1	1	1
C11orf87	0	0	0	0	1	0	0	0	0	1	1	1
C12orf56	0	0	0	0	1	0	0	0	0	1	1	1
C14orf28	0	0	0	0	0	1	0	0	0	1	1	1
C14orf39	0	0	0	0	1	0	0	0	0	1	1	1
C15orf39	0	0	0	0	1	0	0	0	0	1	1	1
C16orf46	0	0	0	0	1	0	0	0	0	1	1	1
C16orf95	0	0	0	0	1	0	0	0	0	1	1	1
C17orf97	0	0	0	0	1	0	0	0	0	1	1	1
C18orf25	0	0	1	0	0	0	0	0	0	1	1	1
C19orf53	0	0	0	0	1	0	0	0	0	1	1	1
C19orf54	0	0	0	0	1	0	0	0	0	1	1	1
C19orf67	0	0	0	0	0	1	0	0	0	1	1	1
C1QL2	0	0	0	0	1	0	0	0	0	1	1	1
C1orf146	0	0	0	0	0	0	0	1	0	1	1	1
C1orf74	0	0	0	0	1	0	0	0	0	1	1	1
C21orf58	0	0	0	0	1	0	0	0	0	1	1	1
C2CD3	0	0	0	0	1	0	0	0	0	1	1	1
C2CD4A	0	0	0	0	1	0	0	0	0	1	1	1
C2CD4D	0	0	0	0	0	1	0	0	0	1	1	1
C2CD6	1	0	0	0	0	0	0	0	0	1	1	1
C2orf72	0	0	0	0	1	0	0	0	0	1	1	1
C2orf73	0	0	0	0	1	0	0	0	0	1	1	1
C3orf20	0	0	0	0	1	0	0	0	0	1	1	1
C3orf84	0	0	0	0	1	0	0	0	0	1	1	1
C4orf48	0	0	0	0	1	0	0	0	0	1	1	1
C4orf54	0	0	0	0	1	0	0	0	0	1	1	1
C5orf22	1	0	0	0	0	0	0	0	0	1	1	1
C6orf118	0	0	0	0	1	0	0	0	0	1	1	1
C7orf57	0	0	0	0	1	0	0	0	0	1	1	1
C8A	0	0	0	0	1	0	0	0	0	1	1	1
C8orf82	0	0	0	0	1	0	0	0	0	1	1	1
CA14	0	0	0	0	1	0	0	0	0	1	1	1
CABP1	0	0	1	0	0	0	0	0	0	1	1	1
CACNA1C	0	0	0	0	1	0	0	0	0	1	1	1
CACNA1D	0	0	0	0	1	0	0	0	0	1	1	1
CACNA1S	0	0	0	0	1	0	0	0	0	1	1	1
CAD	0	0	0	0	0	1	0	0	0	1	1	1
CADPS	0	0	0	0	1	0	0	0	0	1	1	1
CALR	0	0	0	0	1	0	0	0	0	1	1	1
CAMK1	0	0	0	0	1	0	0	0	0	1	1	1
CAMK2B	0	0	0	0	1	0	0	0	0	1	1	1
CAMK4	0	0	0	0	1	0	0	0	0	1	1	1
CAMKV	0	0	0	0	1	0	0	0	0	1	1	1
CAPN15	0	0	0	0	1	0	0	0	0	1	1	1
CAPN2	0	0	0	0	1	0	0	0	0	1	1	1
CAPN3	0	0	0	0	1	0	0	0	0	1	1	1
CAPNS1	0	0	0	0	1	0	0	0	0	1	1	1
CAPS	0	0	0	0	1	0	0	0	0	1	1	1
CAPS2	0	0	1	0	0	0	0	0	0	1	1	1
CARD6	0	0	0	0	1	0	0	0	0	1	1	1
CARD9	0	0	0	0	1	0	0	0	0	1	1	1
