task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
9	ee/6939fb	1647048	NFCORE_HLATYPING:HLATYPING:FASTQC (28RT_T1_T1)	COMPLETED	0	2023-06-21 13:04:07.886	6m 42s	6m 38s	194.1%	1 GB	4.8 GB	6.8 GB	3.4 MB
67	47/c548ad	1670379	NFCORE_HLATYPING:HLATYPING:FASTQC (117B_CM+_T1)	COMPLETED	0	2023-06-21 13:09:10.312	5m 44s	5m 41s	195.9%	1 GB	4.4 GB	6.2 GB	3.4 MB
62	fa/18f2e1	1673463	NFCORE_HLATYPING:HLATYPING:FASTQC (113B_T2_T1)	COMPLETED	0	2023-06-21 13:09:28.416	5m 48s	5m 44s	187.5%	1.1 GB	4.7 GB	5.7 GB	3.4 MB
72	a6/71cbda	1672224	NFCORE_HLATYPING:HLATYPING:FASTQC (128RT_CM-_T1)	COMPLETED	0	2023-06-21 13:09:21.609	7m 16s	7m 13s	195.7%	1 GB	4.4 GB	8 GB	3.4 MB
70	96/85023e	1676675	NFCORE_HLATYPING:HLATYPING:FASTQC (128RT_CM+_T1)	COMPLETED	0	2023-06-21 13:09:59.450	6m 44s	6m 40s	195.0%	1.1 GB	4.8 GB	7.2 GB	3.4 MB
76	65/a17ccb	1669508	NFCORE_HLATYPING:HLATYPING:FASTQC (128RT_T2_T1)	COMPLETED	0	2023-06-21 13:09:05.893	7m 53s	7m 49s	191.8%	1.1 GB	4.6 GB	8.2 GB	3.4 MB
81	df/d1e726	1707386	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:16:43.123	17.7s	14s	106.5%	714.2 MB	1.2 GB	305.3 MB	128.2 MB
73	7e/29d4aa	1709654	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:16:58.871	18s	14s	101.9%	714.1 MB	1.2 GB	305.3 MB	128.2 MB
41	73/b51235	1710317	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:17:00.853	17.4s	13s	102.3%	714 MB	1.2 GB	305.3 MB	128.2 MB
61	86/2ab171	1712644	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:17:16.837	18.5s	13s	102.3%	714.1 MB	1.2 GB	305.3 MB	128.2 MB
59	44/bfa7af	1713022	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:17:18.220	19.1s	14s	96.3%	714 MB	1.2 GB	305.3 MB	128.2 MB
29	5a/02219a	1715655	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:17:35.317	19.1s	12s	104.6%	714.1 MB	1.2 GB	305.3 MB	128.2 MB
21	07/00d4e9	1716059	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:17:37.338	18.5s	14s	97.6%	714 MB	1.2 GB	305.3 MB	128.2 MB
74	29/ea9027	1680869	NFCORE_HLATYPING:HLATYPING:FASTQC (128RT_T1_T1)	COMPLETED	0	2023-06-21 13:10:49.441	7m 20s	7m 16s	190.6%	1.1 GB	4.8 GB	7.4 GB	3.4 MB
55	e9/2344b8	1718715	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:17:54.459	17.3s	12s	108.4%	714.1 MB	1.2 GB	305.3 MB	128.2 MB
7	fd/7d8436	1719117	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:17:55.816	18s	13s	107.2%	714.2 MB	1.2 GB	305.3 MB	128.2 MB
14	d9/3b1cca	1721464	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:18:09.097	16.9s	13s	102.7%	714.1 MB	1.2 GB	305.3 MB	128.2 MB
31	61/9ca8f8	1722330	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:18:11.814	18.3s	12s	108.8%	714 MB	1.2 GB	305.3 MB	128.2 MB
19	f6/377670	1722691	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:18:13.816	17.7s	13s	103.7%	714.1 MB	1.2 GB	305.3 MB	128.2 MB
45	c1/6e35d9	1725326	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:18:25.991	21.6s	12s	104.2%	714.2 MB	1.2 GB	305.3 MB	128.2 MB
77	9b/421ad5	1725963	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:18:30.126	19.8s	15s	92.9%	714.1 MB	1.2 GB	305.3 MB	128.2 MB
49	48/26320a	1726346	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:18:31.481	18.6s	14s	97.4%	714.1 MB	1.2 GB	305.3 MB	128.2 MB
43	0f/68e58a	1729298	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:18:47.572	21.3s	14s	103.7%	714.1 MB	1.2 GB	305.3 MB	128.2 MB
80	54/9ce35d	1729788	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:18:49.969	20.6s	15s	94.3%	714 MB	1.2 GB	305.3 MB	128.2 MB
17	af/7cec6d	1729881	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:18:50.040	21.7s	16s	94.7%	714.1 MB	1.2 GB	305.3 MB	128.2 MB
69	ac/b1e68e	1733956	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:19:11.754	18.1s	13s	98.9%	714.1 MB	1.2 GB	305.3 MB	128.2 MB
63	1a/727e1f	1733349	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:19:08.883	21.1s	13s	103.0%	714.1 MB	1.2 GB	305.3 MB	128.2 MB
13	49/58103d	1733611	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:19:10.607	21.5s	15s	97.1%	714 MB	1.2 GB	305.3 MB	128.2 MB
65	4e/46b4b2	1737843	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:19:32.103	17s	12s	104.9%	714 MB	1.2 GB	305.3 MB	128.2 MB
47	6b/f3cf7d	1737312	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:19:29.901	19.2s	12s	104.3%	714.2 MB	1.2 GB	305.3 MB	128.2 MB
53	87/48fca9	1737352	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:19:29.962	20.9s	15s	95.8%	714 MB	1.2 GB	305.3 MB	128.2 MB
57	d3/763d7c	1741712	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:19:50.889	20.9s	15s	93.8%	714.2 MB	1.2 GB	305.3 MB	128.2 MB
23	7f/bc5a08	1741231	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:19:49.073	22.9s	17s	93.8%	713.9 MB	1.2 GB	305.3 MB	128.2 MB
27	c5/ee8226	1741236	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:19:49.081	22.9s	16s	93.8%	714 MB	1.2 GB	305.3 MB	128.2 MB
11	37/aad1be	1745496	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:20:11.792	18.7s	13s	104.7%	714.2 MB	1.2 GB	305.3 MB	128.2 MB
75	2e/17f751	1745580	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:20:11.958	18.6s	12s	104.6%	714.1 MB	1.2 GB	305.3 MB	128.2 MB
38	d6/49236e	1745574	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:20:11.950	20.5s	16s	92.0%	714.1 MB	1.2 GB	305.3 MB	128.2 MB
79	fb/d01f60	1706365	NFCORE_HLATYPING:HLATYPING:FASTQC (128RT_TISSUE_T1)	COMPLETED	0	2023-06-21 13:16:38.041	4m 9s	4m 3s	175.4%	1.1 GB	4.8 GB	3.9 GB	3.4 MB
3	fd/41d036	1749214	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:20:30.462	18.2s	13s	101.9%	714.2 MB	1.2 GB	305.3 MB	128.2 MB
36	5a/d18122	1749257	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:20:30.541	18.2s	12s	103.9%	714.2 MB	1.2 GB	305.3 MB	128.2 MB
35	ca/941207	1749778	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:20:32.434	17.4s	13s	103.4%	714 MB	1.2 GB	305.3 MB	128.2 MB
25	03/b0b055	1753003	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:20:47.465	21.5s	13s	103.3%	714.1 MB	1.2 GB	305.3 MB	128.2 MB
39	b4/f2ef10	1753283	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:20:48.745	20.4s	13s	104.8%	714.2 MB	1.2 GB	305.3 MB	128.2 MB
10	a0/4d688c	1753261	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:20:48.692	21.4s	16s	93.2%	714.1 MB	1.2 GB	305.3 MB	128.2 MB
71	e5/48a44b	1753757	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:20:49.883	21.3s	15s	94.1%	714.1 MB	1.2 GB	305.3 MB	128.2 MB
66	fc/96e4a9	1757865	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:21:09.007	22.8s	14s	105.0%	714.1 MB	1.2 GB	305.3 MB	128.2 MB
5	d7/b02c79	1757928	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:21:09.104	22.7s	16s	92.0%	714.1 MB	1.2 GB	305.3 MB	128.2 MB
51	45/d49200	1758166	NFCORE_HLATYPING:HLATYPING:YARA_INDEX (hla_reference_dna.fasta)	COMPLETED	0	2023-06-21 13:21:10.061	21.8s	14s	94.9%	714.1 MB	1.2 GB	305.3 MB	128.2 MB
68	41/fa85d1	1697749	NFCORE_HLATYPING:HLATYPING:FASTQC (117B_PBMC_T1)	COMPLETED	0	2023-06-21 13:14:54.669	7m 37s	7m 12s	179.6%	1 GB	4.6 GB	7.1 GB	3.4 MB
78	dc/55e00b	1700135	NFCORE_HLATYPING:HLATYPING:FASTQC (128RT_PBMC_T1)	COMPLETED	0	2023-06-21 13:15:16.284	8m	7m 37s	172.5%	1.1 GB	4.8 GB	7.4 GB	3.4 MB
82	d8/54effc	1758554	NFCORE_HLATYPING:HLATYPING:YARA_MAPPER (128RT_TISSUE_T1)	COMPLETED	0	2023-06-21 13:21:11.148	4m 31s	4m 20s	405.5%	242.6 MB	5.5 GB	11.6 GB	3.9 GB
84	b7/c34d1f	1762783	NFCORE_HLATYPING:HLATYPING:YARA_MAPPER (81B_T2_T1)	COMPLETED	0	2023-06-21 13:21:31.820	9m 55s	9m 47s	263.8%	243.5 MB	5.4 GB	16.1 GB	5.4 GB
