Sample	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
113B_CM+_T1_1	0.00025942527167766054	0.0005818884598377433	0.053317954667882556	8.72832689756615e-05	0.00013819850921146403	0.00016971746745267515	6.303791648242219e-05	9.940594522228114e-05	0.00014789665020875975	0.0001357739739621401	0.00015274572070740763	7.879739560302774e-05	0.00020244869331854817	0.05870890879475432	0.0001151654243428867	0.0002485148630557029	0.029842392116303594	7.758512797836578e-05	6.061338123309826e-05	6.788698698107005e-05	0.00014304757971011188	0.00010667955097025294	0.026966893310605415	0.0003867133722671669	0.030381851209278173	0.0001188022272168726	9.45568747236333e-05	0.0001891137494472666	0.0003067037090394772	0.0267729304906595	7.516059272904184e-05	0.030680069044945014	0.00010183048047160508	0.02699235093072332	6.788698698107005e-05	0.02902896054015542	9.334460709897132e-05	0.029686009592722204	0.00027882155367225204	0.00024609032780637896	8.243419847701364e-05	0.029033809610654066	0.061126170438330275	0.061733516518285916	0.00012607583296484439	0.0297914768760678	0.026751109673415586	0.00013213717108815422	0.029066540836519942	0.00018305241132395676	0.00012607583296484439	0.00013698624158680207	0.00015517025595673155	0.030432766449513975	0.00015517025595673155
113B_CM+_T1_2	0.05922412253523565	9.940594522228114e-05	0.0	0.0	0.0	0.0	2.4245352493239305e-06	0.0	0.0	0.0	2.4245352493239305e-06	0.0	0.0	0.0	0.0	0.03074916829955075	4.849070498647861e-06	2.4245352493239305e-06	0.0	2.4245352493239305e-06	2.4245352493239305e-06	1.2122676246619652e-06	1.2122676246619652e-06	1.2122676246619652e-06	0.02658624127646156	1.2122676246619652e-06	1.2122676246619652e-06	2.4245352493239305e-06	4.849070498647861e-06	2.4245352493239305e-06	3.6368028739858953e-06	0.0	0.028935615933056446	1.2122676246619652e-06	4.849070498647861e-06	4.849070498647861e-06	1.0910408621957687e-05	0.0	3.6368028739858953e-06	4.849070498647861e-06	0.029607212197119176	4.121709923850682e-05	7.273605747971791e-06	6.061338123309826e-06	6.061338123309826e-06	9.698140997295722e-06	9.698140997295722e-06	6.061338123309826e-06	1.4547211495943581e-05	1.818401436992948e-05	1.4547211495943581e-05	0.02970298133946747	9.698140997295722e-06	1.2122676246619652e-05	2.6669887742563235e-05
113B_CM-_T1_1	0.0008977479799548266	0.0011969973066064355	0.05294148087505035	7.267483647253359e-05	0.00015176215851617306	0.000134662196993224	9.19122931858513e-05	9.618728356658858e-05	0.00014534967294506718	0.00016993086763430646	0.00013145595420767104	0.00011114974989916902	0.00021588701422723213	0.059198998044854526	0.00015603714889691033	0.00024367445170202435	0.030195325806742515	8.01560696388238e-05	9.511853597140424e-05	8.656855520992971e-05	0.00014962466332580444	8.870605040029834e-05	0.026803120939627497	0.0003922303674326445	0.029956995093016418	0.00015069341092098875	9.404978837621993e-05	0.00020092454789465166	0.00029069934589013435	0.026611815120089505	0.00010901225470880036	0.030111963494318144	0.00012611221623174944	0.02682877088191192	0.00010153102154251014	0.02917787809612705	9.404978837621993e-05	0.030010432472775635	0.00027787437474792253	0.00023833071372610277	0.00010259976913769446	0.029193909310054812	0.0600999522675949	0.06067707596899444	0.00016138088687283193	0.030100207270771114	0.026605402634518396	0.0001229059734461965	0.029238796709052557	0.00020840578106094188	0.00016779337244393782	0.00017313711041985942	0.0001720683628246751	0.030033944919869684	0.0001645871296583849
113B_CM-_T1_2	0.059847727835131405	6.198736052069041e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.1374951903686347e-06	1.0687475951843173e-06	0.0	1.0687475951843173e-06	0.0	1.0687475951843173e-06	1.0687475951843173e-06	0.030211357020670283	1.0687475951843173e-06	1.0687475951843173e-06	2.1374951903686347e-06	2.1374951903686347e-06	0.0	1.0687475951843173e-06	0.0	0.0	0.02639485935826709	0.0	1.0687475951843173e-06	1.0687475951843173e-06	3.206242785552952e-06	0.0	1.1756223547027491e-05	2.1374951903686347e-06	0.029079553317370093	0.0	0.0	0.0	3.206242785552952e-06	4.274990380737269e-06	1.0687475951843173e-06	2.1374951903686347e-06	0.029919588927184965	3.526867064108247e-05	6.412485571105904e-06	5.343737975921587e-06	7.481233166290221e-06	8.549980761474539e-06	1.1756223547027491e-05	1.3893718737396128e-05	1.0687475951843173e-05	1.2824971142211808e-05	1.0687475951843173e-05	0.030008294977585264	1.1756223547027491e-05	1.0687475951843173e-05	2.3512447094054983e-05
113B_PBMC_T1_1	0.00024039315499188406	0.0004458573900276824	0.05994419057169417	4.9311416408591605e-05	0.00010273211751789917	0.00010478675986825715	3.69835623064437e-05	4.725677405823362e-05	8.013105166396135e-05	9.040426341575127e-05	7.704908813842439e-05	4.006552583198068e-05	0.00015615281862720674	0.0576686741686727	7.910373048878237e-05	0.00016128942450310168	0.02862116794048671	4.314748935751765e-05	4.5202131707875636e-05	5.650266463484454e-05	7.807640931360337e-05	5.444802228448656e-05	0.029491308975863315	0.00023936583381670504	0.029467680588834196	9.451354811646723e-05	7.49944457880664e-05	0.0001602621033279227	0.00021676476796276726	0.030055308301036584	4.5202131707875636e-05	0.02972862016732966	5.1366058758949586e-05	0.02950055486643993	4.725677405823362e-05	0.029136883170426564	4.006552583198068e-05	0.028542064209997924	0.00016437138802863867	0.00010170479634272017	5.5475343459665554e-05	0.029139965133952103	0.05919013682911279	0.059315470012484627	8.424033636467732e-05	0.028608840086384563	0.030034761877533005	8.321301518949833e-05	0.02916051155745568	0.0001366337162988059	9.862283281718321e-05	8.937694224057227e-05	0.0001345790739484479	0.029493363618213676	0.00015409817627684878
113B_PBMC_T1_2	0.056979341660127594	5.958462816038152e-05	2.0546423503579835e-06	0.0	2.0546423503579835e-06	2.0546423503579835e-06	2.0546423503579835e-06	0.0	4.109284700715967e-06	1.0273211751789918e-06	2.0546423503579835e-06	0.0	0.0	0.0	0.0	0.02941528720890007	0.0	0.0	1.0273211751789918e-06	2.0546423503579835e-06	0.0	2.0546423503579835e-06	0.0	1.0273211751789918e-06	0.029909428694161164	0.0	0.0	0.0	0.0	1.0273211751789918e-06	1.0273211751789918e-06	2.0546423503579835e-06	0.029084489790492437	0.0	1.0273211751789918e-06	4.109284700715967e-06	2.0546423503579835e-06	0.0	4.109284700715967e-06	4.109284700715967e-06	0.028490698151238978	1.4382496452505884e-05	9.245890576610925e-06	5.136605875894958e-06	1.0273211751789917e-05	7.191248226252942e-06	1.0273211751789917e-05	1.5409817627684874e-05	1.2327854102147901e-05	7.191248226252942e-06	8.218569401431934e-06	0.028557474027625613	1.1300532926968909e-05	1.9519102328400843e-05	2.0546423503579834e-05
113B_T1_T1_1	0.00023106725362042138	0.00046213450724084276	0.05375533436274427	6.439579199257646e-05	9.659368798886468e-05	0.00014773152280649892	6.0607804228307245e-05	7.197176752111487e-05	0.0001193216145744799	8.428272775498977e-05	0.00011458662986914339	6.723678281577836e-05	0.0002130743117401427	0.05843823423632206	0.00011269263598700878	0.00021023332091694077	0.029691195093283083	6.818377975684566e-05	6.0607804228307245e-05	7.575975528538406e-05	0.00010890464822273959	8.144173693178786e-05	0.02718638818416007	0.0003191379691396804	0.02995919522760513	8.712371857819167e-05	8.712371857819167e-05	0.00013352656869048942	0.00022159728420974837	0.026962896906068186	6.723678281577836e-05	0.030588001196473813	8.807071551925897e-05	0.027231844037331303	8.617672163712436e-05	0.028890035681140146	5.966080728723995e-05	0.029553880536828323	0.0002585301649113731	0.00021591530256334456	8.522972469605706e-05	0.028901399644432953	0.06059928125583765	0.060966716068971756	0.00014489053198329702	0.029638163264583316	0.026912706068191624	9.280570022459549e-05	0.028935491534311377	0.00020644533315267158	0.00011269263598700878	0.00011742762069234528	0.0001221626053976818	0.029985711141955012	0.00013826155339582592
113B_T1_T1_2	0.05900737939790351	7.007777363898026e-05	1.8939938821346014e-06	0.0	1.8939938821346014e-06	1.8939938821346014e-06	1.8939938821346014e-06	1.8939938821346014e-06	0.0	0.0	9.469969410673007e-07	0.0	0.0	1.8939938821346014e-06	0.0	0.03009840377794202	1.8939938821346014e-06	0.0	0.0	0.0	9.469969410673007e-07	9.469969410673007e-07	0.0	0.0	0.02679433145055821	0.0	0.0	9.469969410673007e-07	1.8939938821346014e-06	0.0	4.734984705336504e-06	1.8939938821346014e-06	0.028821851901383297	1.8939938821346014e-06	1.8939938821346014e-06	0.0	3.787987764269203e-06	9.469969410673007e-07	0.0	1.8939938821346014e-06	0.029495166726482152	3.0303902114153622e-05	8.522972469605708e-06	3.787987764269203e-06	7.575975528538406e-06	3.787987764269203e-06	1.136396329280761e-05	8.522972469605708e-06	1.0416966351740308e-05	1.0416966351740308e-05	8.522972469605708e-06	0.02958323744200141	1.0416966351740308e-05	1.325795717494221e-05	2.8409908232019023e-05
113B_T2_T1_1	0.0006419842233528079	0.001056332606552628	0.05819548619102167	9.9750536696253e-05	0.0001764817187702938	0.00021228960373817949	9.207741848884894e-05	0.00012532759738759995	0.00018927024911596726	0.0001739240127011591	0.0001764817187702938	0.00012788530345673462	0.00023275125229125704	0.05846404532828081	0.000162414335390053	0.0002570494599480366	0.029294686462834205	0.00011893333221476321	0.00010358709579995507	0.00012021218524933056	0.00018159713090856318	0.00012788530345673462	0.029247368900555213	0.0004169060892689549	0.029966084305982063	0.00017008745359745707	0.00012404874435303258	0.00020973189766904478	0.0003606365557479917	0.029235859223244103	0.00011126021400735913	0.030248710826621446	0.0001266064504221673	0.029284455638557666	0.00012021218524933056	0.029423850619325505	0.00010998136097279178	0.02910413736068367	0.00028774193277765296	0.000228914693187555	0.00011893333221476321	0.02945454309215512	0.06020072774922326	0.06035674781944048	0.0001688086005628897	0.02915657033510093	0.029278061373384828	0.00017776057180486114	0.029499302948364982	0.000262164872086306	0.00020845304463447745	0.00023275125229125704	0.0002442609296023632	0.03003258466377956	0.00023786666442952642
