Sample	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88
113B_CM+_T1_1 - illumina_universal_adapter	0.0	4.849070498647861e-06	1.6971746745267513e-05	3.1518958241211096e-05	3.636802873985896e-05	4.364163448783075e-05	4.606616973715468e-05	5.818884598377433e-05	5.818884598377433e-05	7.031152223039398e-05	8.36464661016756e-05	0.00010667955097025294	0.00012850036821416834	0.0001539579883320696	0.00018547694657328068	0.00020972229906652	0.00022790631343644948	0.00024972713068036485	0.00028367062417089983	0.00032488772340940665	0.0003867133722671669	0.0004970297261114058	0.000625530094325574	0.0008194929142714885	0.0010570973687052338	0.0014183531208544994	0.0019372036642098206	0.002685172788626253	0.0037119634667149375	0.005052731459591071	0.006828703529720851	0.009169592312943104	0.01236149296867806	0.01641895270842166	0.02137349049041511	0.02767970667390665	0.03562854548881516	0.045441851910453766	0.057301466082521776	0.07235540544557406	0.09004845142751544	0.11146073448191973	0.13718141667437264	0.16776086750647073	0.20462350143719177	0.24748564784236488	0.29716679963626147	0.3558926801777611	0.42445611249339255
113B_CM+_T1_2 - illumina_universal_adapter	4.849070498647861e-06	7.2736057479717915e-06	1.6971746745267513e-05	2.9094422991887166e-05	2.9094422991887166e-05	2.9094422991887166e-05	3.394349349053503e-05	3.879256398918289e-05	4.121709923850682e-05	4.970297261114057e-05	6.061338123309826e-05	8.122193085235166e-05	0.00010183048047160508	0.00012728810058950635	0.00016850519982801316	0.00020851003144185804	0.00022548177818712556	0.0002509393983050268	0.0002873074270448858	0.00032488772340940665	0.00038307656939318103	0.0004897561203634339	0.0006170442209529404	0.000802521167526221	0.001044974692458614	0.00140016910648457	0.0019178073822152288	0.0026645642390069994	0.0037228738753368952	0.005073340009210324	0.0068602224879620605	0.00919141313018702	0.012369978842050693	0.016425014046544967	0.021406221716280982	0.027719711505520495	0.035703706081544204	0.04552913517942943	0.057448150465105874	0.07263180246399698	0.09042667892640997	0.11197352368715174	0.13792089992541645	0.1687718987054388	0.206024882811301	0.24941679016845136	0.2995295092367277	0.3587827261949552	0.42801896704227405
113B_CM-_T1_1 - illumina_universal_adapter	0.0	6.412485571105904e-06	1.9237456713317714e-05	2.9924932665160885e-05	2.9924932665160885e-05	3.206242785552952e-05	3.206242785552952e-05	3.206242785552952e-05	3.4199923045898155e-05	3.9543661021819744e-05	5.450612735440019e-05	6.305610811587472e-05	8.336231242437675e-05	9.83247787569572e-05	0.0001229059734461965	0.0001474871681354358	0.00017099961522949077	0.00019237456713317713	0.00021909325701278506	0.0002511556848683146	0.00029818057905642455	0.00035909919198193066	0.000468111446690731	0.0006155986148261668	0.0008517918333619009	0.0012173035109149374	0.0016896899479864058	0.002384375884856212	0.0032083802807433208	0.004366902673923121	0.005945442872010358	0.007986750778812404	0.010620144853346562	0.014039068410341193	0.01825207143055777	0.023459009714295764	0.029847982838307616	0.03801428321311098	0.048000660742513246	0.05991399018603283	0.07427582037011968	0.09153930027513196	0.11270264015497182	0.13777759623318628	0.16751229182640437	0.20253301302540405	0.24292419089020498	0.2903936840779116	0.34666217621677076
113B_CM-_T1_2 - illumina_universal_adapter	0.0	4.274990380737269e-06	1.7099961522949077e-05	2.3512447094054983e-05	2.5649942284423616e-05	2.7787437474792252e-05	2.9924932665160885e-05	3.206242785552952e-05	3.847491342663543e-05	4.7024894188109966e-05	6.198736052069041e-05	7.267483647253358e-05	9.084354559066698e-05	0.00010473726432806311	0.00012397472104138082	0.00015176215851617306	0.0001827558387765183	0.00020947452865612622	0.00023619321853573415	0.0002650494036057107	0.0003088680550082677	0.00037085541552895815	0.0004734551846666526	0.0006145298672309825	0.0008443106001956107	0.001199134801796804	0.0016683149960827195	0.002373688408904369	0.0031859365812444505	0.004335908993662776	0.0059016242206078005	0.007927969661077266	0.010549607512064397	0.01398135604020124	0.018191152817632266	0.023416259810488393	0.02983622661476059	0.038057033116918354	0.04807654182177133	0.060073233577715296	0.07456651971600982	0.09197000555599125	0.11325090767130137	0.1384637321892946	0.16843462100104842	0.20375779776948527	0.24438837509560749	0.2921186426965391	0.3487291340658572
113B_PBMC_T1_1 - illumina_universal_adapter	8.218569401431934e-06	1.2327854102147901e-05	2.4655708204295802e-05	2.8764992905011768e-05	3.081963525536975e-05	3.2874277605727736e-05	4.5202131707875636e-05	5.7529985810023535e-05	5.9584628160381516e-05	6.369391286109748e-05	7.49944457880664e-05	8.834962106539329e-05	9.451354811646723e-05	0.00012327854102147902	0.0001366337162988059	0.0001623167456782807	0.00019210905975847146	0.00021881941031312525	0.000250666366743674	0.00028045868082386476	0.00032566081253174037	0.00039038204656801685	0.000495168806436274	0.0006811139391436716	0.0009194524517851977	0.0012564137972439068	0.0017618558154319707	0.0024974177768601288	0.0034086516592438942	0.004629109215356537	0.006127970809942686	0.008168230663848162	0.010905014274524998	0.014201687925674382	0.018190776048894408	0.023204103383767886	0.029481035764111523	0.03754037038339071	0.0471694517583434	0.05845046558298392	0.0718056408603108	0.08785856154365773	0.10764271273525475	0.1312556899467439	0.15872523084985493	0.19082490828949772	0.22811974891202064	0.2723079146199946	0.3238095797740678
113B_PBMC_T1_2 - illumina_universal_adapter	0.0	4.109284700715967e-06	8.218569401431934e-06	1.4382496452505884e-05	1.6437138802863868e-05	1.849178115322185e-05	3.081963525536975e-05	3.492891995608572e-05	3.9038204656801686e-05	4.6229452883054626e-05	6.677587638663446e-05	7.49944457880664e-05	8.218569401431935e-05	0.00010273211751789917	0.000125333183371837	0.0001499888915761328	0.00018183584800668154	0.00019827298680954542	0.00022395601618902019	0.00025580297261956894	0.00029895046197708655	0.00036469901718854205	0.00047256774058233625	0.0006523489462386598	0.0008865781741794698	0.0012194302349374632	0.0017094624354978423	0.002423450652247241	0.003327493286404754	0.0045356229884152485	0.0060262660135999655	0.008063443903979905	0.01080947340523335	0.014139021333988464	0.018149683201887246	0.023186638923789842	0.029498500224089567	0.0376246107197554	0.04733485046754722	0.05876585318376386	0.0722997823455719	0.08860542403801286	0.10868133444336071	0.13265387406616247	0.16066481322859288	0.1934712876367588	0.23150477218423543	0.27644493699244044	0.32905097240983106
113B_T1_T1_1 - illumina_universal_adapter	0.0	1.8939938821346016e-06	1.136396329280761e-05	1.7045944939211415e-05	1.8939938821346014e-05	2.0833932703480617e-05	2.4621920467749822e-05	2.4621920467749822e-05	2.651591434988442e-05	3.0303902114153626e-05	4.640285011229774e-05	5.681981646403805e-05	7.670675222645136e-05	9.659368798886468e-05	0.000116480623751278	0.00013352656869048942	0.00017708842797958525	0.00020833932703480618	0.0002405372230310944	0.0002907280609076614	0.00035891184066450703	0.000446982556183766	0.0005880851004027938	0.0007888484519090616	0.0010937814669327323	0.0015218240842951524	0.002122220144931821	0.0029830403643619973	0.0041393236294051715	0.005634631799350439	0.007598703455124022	0.010187793092002021	0.013581830128787227	0.01800525284051259	0.02356223089069551	0.030268863227334134	0.03883445055928787	0.04953835698417157	0.06277358623252816	0.07877783453656555	0.09780205608566656	0.12038225114847528	0.14768133196862238	0.18038871231920478	0.2188045902305409	0.2635928105583189	0.3156160875158511	0.37749665563295276	0.44975915121497534
113B_T1_T1_2 - illumina_universal_adapter	0.0	3.7879877642692032e-06	1.136396329280761e-05	2.272792658561522e-05	2.4621920467749822e-05	2.651591434988442e-05	3.5985883760557426e-05	3.787987764269203e-05	3.787987764269203e-05	4.261486234802854e-05	5.7766813405105345e-05	7.007777363898026e-05	7.860074610858596e-05	9.280570022459549e-05	0.0001231096023387491	0.00014867851974756624	0.00018561140044919095	0.00021023332091694077	0.00023864322914895982	0.00029262205478979594	0.0003617528314877089	0.00044887655006590056	0.0005937670820491976	0.0007945304335554654	0.0011070394241076745	0.0015275060659415561	0.002132637111283561	0.002997245318478007	0.004153528583521181	0.005650730747348584	0.0076166963970043	0.010218096994116174	0.013614028024783516	0.01804313271815528	0.02363230866433449	0.030362615924499795	0.0389869170667997	0.049786470182731205	0.06312492209766414	0.07930531183274003	0.09858995754063454	0.12151864747775604	0.14915296521504096	0.1822703952411055	0.22134348902954235	0.2669167698214651	0.31973836520031707	0.3825318383686076	0.4561390696069457
113B_T2_T1_1 - illumina_universal_adapter	0.0	5.115412138269385e-06	1.5346236414808156e-05	2.813476676048162e-05	3.069247282961631e-05	3.069247282961631e-05	3.8365591037020394e-05	3.8365591037020394e-05	4.092329710615508e-05	4.603870924442447e-05	6.522150476293466e-05	8.82408593851469e-05	0.00010358709579995506	0.00011893333221476321	0.00013811612773327343	0.0001713663066320244	0.00019950107339250603	0.0002263569871184203	0.0002634437251208733	0.0003107612873998652	0.00035679999664428965	0.000420742648372657	0.0005435125396911222	0.0006765132552861262	0.0008696200635057956	0.0011330637886266689	0.0015167196989968727	0.0020922035645521784	0.002942640832539464	0.00403350247102541	0.005383971275528528	0.007292020003103009	0.009783225714440201	0.012981637153893133	0.016919225647325994	0.02172003993909181	0.02793398683405455	0.03588461614995973	0.04577015010716533	0.057654531357399674	0.07200198355221074	0.0892549898415588	0.11063613372649027	0.1359318467502324	0.1664913188642537	0.20233117515800358	0.2448121152602617	0.2944584689152006	0.3532601314446072
